0.386197232,0.092429782,0.630992193,0.414156176,0.05459325,0.258823412,0.854322598,0.173318488,0.828720376,0.872069515,0.671975463
0.589315017,0.565075761,0.208578612,0.304140697,0.365216791,0.595251276,0.544639956,0.393635879,0.222904542,0.670179721,0.61146376
0.330396988,0.786365393,0.780947881,0.953312293,0.164602024,0.795674045,0.056996931,0.924889465,0.417169068,0.097680685,0.74147129
0.327870697,0.542313982,0.591040785,0.415639217,0.606704869,0.128521128,0.973265673,0.457173952,0.721479454,0.332268588,0.402491991
0.603585742,0.164273774,0.099910744,0.934921556,0.246384928,0.029911515,0.045959125,0.151875709,0.155401255,0.655364273,0.824401292
0.094152254,0.421653497,0.122168593,0.761727541,0.400434606,0.758942129,0.480541198,0.317791783,0.667373791,0.89814748,0.789080199
0.81070466,0.283415317,0.031890924,0.372011795,0.993262784,0.152121382,0.551161799,0.341283535,0.629829731,0.134103608,0.148850203
0.090345682,0.510786644,0.503994153,0.096336827,0.938979142,0.872944208,0.861893755,0.357436849,0.026887967,0.935099375,0.243852247
0.995616371,0.257299359,0.768052401,0.957593239,0.992808778,0.977999982,0.473287375,0.615148073,0.900289372,0.875454428,0.962320647
0.096126109,0.786542701,0.177741754,0.45725544,0.650211457,0.929304067,0.421957536,0.391249227,0.316253489,0.12392252,0.167908309
0.537963219,0.202744344,0.480952718,0.978451759,0.454906846,0.522976629,0.363808002,0.194406503,0.932915988,0.423723685,0.016860791
0.302593567,0.680620803,0.408924999,0.627008057,0.190834677,0.623649498,0.807407907,0.360314675,0.383333264,0.520217207,0.946978497
0.212281944,0.339250487,0.524393871,0.928063758,0.605867028,0.958078185,0.464694641,0.018509621,0.747679831,0.835063602,0.139570611
0.057759138,0.859196203,0.39057584,0.788118906,0.930941715,0.068388247,0.489303703,0.889216833,0.49016164,0.031164934,0.022322791
0.473833987,0.96731739,0.827490096,0.871576085,0.762149478,0.59255344,0.805222318,0.900918313,0.672361659,0.481087059,0.277498039
0.915197895,0.547382707,0.831363636,0.32278257,0.994942597,0.852330618,0.078254652,0.272312921,0.181506263,0.475220392,0.542813014
0.627864902,0.433891828,0.752990415,0.361565257,0.536148002,0.825229341,0.848154369,0.603582777,0.167248424,0.45182686,0.232281213
0.50692856,0.05164548,0.310363313,0.090140742,0.070345292,0.528895842,0.209736791,0.344688653,0.173306927,0.460267742,0.422294693
0.837527366,0.471618066,0.176716021,0.86105296,0.986069161,0.158018241,0.813201966,0.227463566,0.098804234,0.123826914,0.97224613
0.793099959,0.406328137,0.299002412,0.25253831,0.23328865,0.959394583,0.673852898,0.601776861,0.547680783,0.862781425,0.681657549
0.867228457,0.924378362,0.091488136,0.446709638,0.129336005,0.889163276,0.634405141,0.504593638,0.605166585,0.42192253,0.738641751
0.695501784,0.14658544,0.286703637,0.540989116,0.606420879,0.533229758,0.776491299,0.493521302,0.906651155,0.594022585,0.87491794
0.230202166,0.209930928,0.340061991,0.685124252,0.931686256,0.571598102,0.752866096,0.046743059,0.220031895,0.445336767,0.390326779
